r, μμ	-	Yv		-	Tg, Κ	-	vg, μμ/ρ
4		0.230281   		232.043		0.84867
4.0076		0.230044   		232.542		0.84715
4.0152		0.229806   		233.039		0.845629
4.0228		0.22957   		233.535		0.844107
4.0304		0.229334   		234.028		0.842585
4.038		0.229099   		234.521		0.841062
4.0456		0.228865   		235.011		0.839538
4.0532		0.228631   		235.5		0.838014
4.0608		0.228398   		235.987		0.836489
4.0684		0.228165   		236.473		0.834963
4.076		0.227934   		236.956		0.833438
4.0836		0.227702   		237.439		0.831912
4.0912		0.227472   		237.919		0.830386
4.0988		0.227242   		238.398		0.828859
4.1064		0.227013   		238.876		0.827333
4.114		0.226784   		239.352		0.825807
4.1216		0.226556   		239.826		0.82428
4.1292		0.226329   		240.299		0.822754
4.1368		0.226102   		240.77		0.821228
4.1444		0.225876   		241.239		0.819702
4.152		0.22565   		241.707		0.818176
4.1596		0.225425   		242.174		0.816651
4.1672		0.225201   		242.639		0.815126
4.1748		0.224977   		243.102		0.813601
4.1824		0.224754   		243.564		0.812077
4.19		0.224531   		244.024		0.810554
4.1976		0.22431   		244.483		0.809031
4.2052		0.224088   		244.94		0.807509
4.2128		0.223868   		245.396		0.805987
4.2204		0.223647   		245.851		0.804466
4.228		0.223428   		246.303		0.802946
4.2356		0.223209   		246.755		0.801427
4.2432		0.222991   		247.205		0.799909
4.2508		0.222773   		247.653		0.798391
4.2584		0.222556   		248.1		0.796875
4.266		0.222339   		248.546		0.795359
4.2736		0.222123   		248.99		0.793845
4.2812		0.221908   		249.433		0.792332
4.2888		0.221693   		249.874		0.790819
4.2964		0.221479   		250.314		0.789308
4.304		0.221265   		250.752		0.787799
4.3116		0.221052   		251.189		0.78629
4.3192		0.220839   		251.625		0.784783
4.3268		0.220627   		252.059		0.783277
4.3344		0.220416   		252.492		0.781772
4.342		0.220205   		252.924		0.780269
4.3496		0.219994   		253.354		0.778767
4.3572		0.219785   		253.783		0.777267
4.3648		0.219575   		254.21		0.775768
4.3724		0.219367   		254.636		0.774271
4.38		0.219159   		255.061		0.772776
4.3876		0.218951   		255.484		0.771282
4.3952		0.218744   		255.906		0.769789
4.4028		0.218537   		256.327		0.768298
4.4104		0.218331   		256.746		0.766809
4.418		0.218126   		257.164		0.765322
4.4256		0.217921   		257.581		0.763836
4.4332		0.217717   		257.997		0.762352
4.4408		0.217513   		258.411		0.76087
4.4484		0.21731   		258.824		0.75939
4.456		0.217107   		259.235		0.757912
4.4636		0.216905   		259.646		0.756435
4.4712		0.216703   		260.055		0.754961
4.4788		0.216502   		260.463		0.753488
4.4864		0.216301   		260.869		0.752018
4.494		0.216101   		261.274		0.750549
4.5016		0.215901   		261.678		0.749082
4.5092		0.215702   		262.081		0.747618
4.5168		0.215503   		262.483		0.746155
4.5244		0.215305   		262.883		0.744695
4.532		0.215107   		263.282		0.743236
4.5396		0.21491   		263.68		0.74178
4.5472		0.214714   		264.077		0.740326
4.5548		0.214518   		264.472		0.738873
4.5624		0.214322   		264.866		0.737424
4.57		0.214127   		265.26		0.735976
4.5776		0.213932   		265.651		0.73453
4.5852		0.213738   		266.042		0.733087
4.5928		0.213544   		266.432		0.731646
4.6004		0.213351   		266.82		0.730207
4.608		0.213159   		267.207		0.728771
4.6156		0.212966   		267.593		0.727337
4.6232		0.212775   		267.978		0.725905
4.6308		0.212584   		268.362		0.724475
4.6384		0.212393   		268.744		0.723048
4.646		0.212203   		269.125		0.721623
4.6536		0.212013   		269.506		0.720201
4.6612		0.211823   		269.885		0.718781
4.6688		0.211635   		270.263		0.717363
4.6764		0.211446   		270.64		0.715948
4.684		0.211258   		271.015		0.714535
4.6916		0.211071   		271.39		0.713125
4.6992		0.210884   		271.764		0.711717
4.7068		0.210698   		272.136		0.710311
4.7144		0.210512   		272.507		0.708908
4.722		0.210326   		272.877		0.707508
4.7296		0.210141   		273.247		0.70611
4.7372		0.209956   		273.615		0.704714
4.7448		0.209772   		273.982		0.703321
4.7524		0.209588   		274.347		0.701931
4.76		0.209405   		274.712		0.700543
4.7676		0.209222   		275.076		0.699157
4.7752		0.20904   		275.439		0.697774
4.7828		0.208858   		275.8		0.696394
4.7904		0.208676   		276.161		0.695016
4.798		0.208495   		276.52		0.693641
4.8056		0.208315   		276.879		0.692269
4.8132		0.208135   		277.236		0.690899
4.8208		0.207955   		277.593		0.689532
4.8284		0.207776   		277.948		0.688167
4.836		0.207597   		278.303		0.686805
4.8436		0.207418   		278.656		0.685446
4.8512		0.20724   		279.008		0.684089
4.8588		0.207063   		279.359		0.682735
4.8664		0.206886   		279.71		0.681383
4.874		0.206709   		280.059		0.680035
4.8816		0.206533   		280.407		0.678688
4.8892		0.206357   		280.755		0.677345
4.8968		0.206181   		281.101		0.676004
4.9044		0.206006   		281.446		0.674666
4.912		0.205832   		281.791		0.673331
4.9196		0.205658   		282.134		0.671998
4.9272		0.205484   		282.476		0.670668
4.9348		0.205311   		282.818		0.669341
4.9424		0.205138   		283.158		0.668016
4.95		0.204965   		283.498		0.666694
4.9576		0.204793   		283.836		0.665375
4.9652		0.204622   		284.174		0.664058
4.9728		0.20445   		284.511		0.662745
4.9804		0.204279   		284.846		0.661434
4.988		0.204109   		285.181		0.660125
4.9956		0.203939   		285.515		0.65882
5.0032		0.203769   		285.848		0.657517
5.0108		0.2036   		286.18		0.656217
5.0184		0.203431   		286.511		0.65492
5.026		0.203263   		286.841		0.653625
5.0336		0.203095   		287.17		0.652333
5.0412		0.202927   		287.498		0.651044
5.0488		0.20276   		287.825		0.649758
5.0564		0.202593   		288.152		0.648474
5.064		0.202427   		288.477		0.647193
5.0716		0.20226   		288.802		0.645915
5.0792		0.202095   		289.126		0.64464
5.0868		0.20193   		289.449		0.643367
5.0944		0.201765   		289.771		0.642097
5.102		0.2016   		290.092		0.64083
5.1096		0.201436   		290.412		0.639566
5.1172		0.201272   		290.731		0.638305
5.1248		0.201109   		291.05		0.637046
5.1324		0.200946   		291.367		0.63579
5.14		0.200783   		291.684		0.634536
5.1476		0.200621   		292		0.633286
5.1552		0.200459   		292.315		0.632038
5.1628		0.200298   		292.629		0.630793
5.1704		0.200137   		292.942		0.629551
5.178		0.199976   		293.255		0.628312
5.1856		0.199815   		293.566		0.627075
5.1932		0.199655   		293.877		0.625841
5.2008		0.199496   		294.187		0.62461
5.2084		0.199336   		294.496		0.623381
