r[mm], Y_v[-], T_g[K], V_g[mkm/s]
28.8, 0.08707949497170464, 479.17557633132765, 0.03091117000982021
28.839999999999996, 0.0870442781523022, 479.23573093520235, 0.0308286360446041
28.88, 0.08700915738989157, 479.2957211980024, 0.03074643164927565
28.919999999999998, 0.08697413229203366, 479.35554779223, 0.030664555074575838
28.959999999999997, 0.08693920246842402, 479.4152113867235, 0.030583004582813777
28.999999999999996, 0.08690436753087871, 479.4747126466814, 0.030501778447775206
29.039999999999996, 0.08686962709331902, 479.5340522336887, 0.030420874954631895
29.08, 0.08683498077175833, 479.5932308057404, 0.030340292399851785
29.119999999999997, 0.08680042818428713, 479.65224901726515, 0.03026002909110999
29.16, 0.08676596895105915, 479.711107519151, 0.03018008334720063
29.199999999999996, 0.08673160269427782, 479.7698069587682, 0.030100453497949486
29.24, 0.08669732903818184, 479.82834797999294, 0.03002113788412736
29.279999999999998, 0.08666314760903249, 479.886731223231, 0.02994213485736433
29.32, 0.0866290580350988, 479.94495732544283, 0.02986344278006486
29.359999999999996, 0.08659505994664496, 480.0030269201625, 0.029785060025323284
29.4, 0.0865611529759166, 480.06094063752516, 0.029706984976840618
29.439999999999998, 0.08652733675712776, 480.11869910428777, 0.02962921602884179
29.48, 0.08649361092644747, 480.17630294385117, 0.029551751585993564
29.519999999999996, 0.086459975121987, 480.2337527762834, 0.029474590063323425
29.56, 0.08642642898378672, 480.2910492183428, 0.029397729886139166
29.599999999999998, 0.08639297215380304, 480.3481928834972, 0.02932116948994894
29.639999999999997, 0.08635960427589628, 480.4051843819493, 0.029244907320382423
29.68, 0.0863263249958176, 480.4620243206564, 0.029168941833112416
29.719999999999995, 0.08629313396119653, 480.51871330335143, 0.02909327149377715
29.759999999999998, 0.08626003082152855, 480.5752519305656, 0.029017894777903484
29.799999999999997, 0.0862270152281629, 480.63164079964963, 0.02894281017083064
29.84, 0.0861940868342902, 480.6878805047936, 0.028868016167634628
29.879999999999995, 0.08616124529493008, 480.7439716370495, 0.028793511273053463
29.919999999999998, 0.08612849026691971, 480.79991478434977, 0.028719294001412772
29.959999999999997, 0.08609582140890149, 480.8557105315299, 0.02864536287655252
30.0, 0.0860632383813108, 480.91135946034774, 0.028571716431753897
30.039999999999996, 0.08603074084636553, 480.9668621495034, 0.02849835320966723
30.08, 0.08599832846805278, 481.02221917466113, 0.028425271762240353
30.119999999999997, 0.08596600091211837, 481.07743110846604, 0.028352470650647586
30.16, 0.08593375784605495, 481.1324985205679, 0.02827994844521957
30.2, 0.08590159893909088, 481.18742197763595, 0.02820770372537333
30.24, 0.0858695238621785, 481.2422020433828, 0.028135735079543405
30.279999999999998, 0.08583753228798341, 481.2968392785815, 0.028064041105113343
30.319999999999997, 0.08580562389087265, 481.35133424108517, 0.027992620408347726
30.36, 0.08577379834690457, 481.40568748584474, 0.027921471604324934
30.399999999999995, 0.08574205533381718, 481.45989956492986, 0.027850593316870564
30.439999999999998, 0.08571039453101748, 481.5139710275462, 0.027779984178491195
30.479999999999997, 0.08567881561957058, 481.56790242005445, 0.02770964283030901
30.52, 0.08564731828218908, 481.6216942859887, 0.027639567921996785
30.559999999999995, 0.08561590220322268, 481.67534716607497, 0.027569758111713548
30.599999999999998, 0.08558456706864714, 481.72886159824793, 0.02750021206604074
30.639999999999997, 0.08555331256605425, 481.78223811767066, 0.027430928459918996
30.68, 0.08552213838464118, 481.8354772567518, 0.027361905976585492
30.72, 0.08549104421520048, 481.8885795451638, 0.02729314330751178
30.759999999999998, 0.08546002975010947, 481.94154550985786, 0.02722463915234206
30.799999999999997, 0.08542909468332038, 481.99437567508585, 0.027156392218832353
30.84, 0.08539823871035002, 482.0470705624134, 0.02708840122278972
30.88, 0.08536746152827035, 482.09963069074, 0.027020664888012434
30.919999999999995, 0.08533676283569791, 482.15205657631304, 0.026953181946230316
30.959999999999997, 0.08530614233278433, 482.20434873274917, 0.026885951137045977
30.999999999999996, 0.08527559972120657, 482.2565076710457, 0.026818971207876123
31.04, 0.08524513470415707, 482.3085338996011, 0.026752240913893707
31.08, 0.08521474698633436, 482.3604279242313, 0.026685759017970562
31.119999999999997, 0.08518443627393335, 482.41219024818383, 0.026619524290620207
31.159999999999997, 0.08515420227463588, 482.46382137215505, 0.026553535509941526
31.2, 0.08512404469760138, 482.5153217943084, 0.026487791461562788
31.24, 0.08509396325345764, 482.5666920102867, 0.02642229093858604
31.28, 0.08506395765429131, 482.61793251323115, 0.026357032741532126
31.32, 0.08503402761363887, 482.66904379379594, 0.026292015678286196
31.36, 0.08500417284647765, 482.7200263401628, 0.026227238564043406
31.4, 0.08497439306921639, 482.7708806380597, 0.026162700221255556
31.439999999999994, 0.08494468799968669, 482.8216071707716, 0.02609839947957765
31.479999999999993, 0.0849150573571339, 482.87220641916065, 0.026034335175815364
31.519999999999992, 0.08488550086220825, 482.9226788616779, 0.025970506153872686
31.56, 0.08485601823695621, 482.9730249743802, 0.025906911264700093
31.599999999999998, 0.08482660920481144, 483.02324523094376, 0.025843549366243165
31.64, 0.08479727349058674, 483.07334010268096, 0.02578041932339166
31.68, 0.08476801082046481, 483.1233100585523, 0.02571752000792893
31.72, 0.08473882092199037, 483.17315556518406, 0.025654850298481892
31.759999999999998, 0.08470970352406104, 483.22287708688145, 0.025592409080471362
31.799999999999994, 0.08468065835691951, 483.2724750856419, 0.02553019524606268
31.839999999999993, 0.08465168515214505, 483.32195002117123, 0.025468207694117034
31.88, 0.08462278364264486, 483.3713023508967, 0.025406445330142944
31.919999999999998, 0.08459395356264643, 483.42053252998176, 0.025344907066248243
31.96, 0.08456519464768941, 483.4696410113402, 0.02528359182109255
32.0, 0.08453650663461665, 483.5186282456484, 0.02522249851983991
32.04, 0.08450788926156738, 483.56749468136104, 0.0251616260941121
32.08, 0.08447934226796838, 483.61624076472435, 0.025100973481942155
32.12, 0.08445086539452629, 483.6648669397887, 0.025040539627728307
32.16, 0.08442245838322004, 483.7133736484234, 0.02498032348218839
32.199999999999996, 0.08439412097729271, 483.7617613303287, 0.024920324002314476
32.239999999999995, 0.08436585292124399, 483.81003042305065, 0.024860540151328096
32.279999999999994, 0.08433765396082238, 483.85818136199305, 0.024800970898635637
32.32, 0.08430952384301782, 483.90621458043097, 0.024741615219784196
32.36, 0.0842814623160536, 483.95413050952357, 0.024682472096417822
32.4, 0.08425346912937959, 484.0019295783277, 0.024623540516234072
32.44, 0.084225544033664, 484.04961221380927, 0.024564819472940945
32.48, 0.08419768678078676, 484.09717884085785, 0.024506307966214218
32.519999999999996, 0.08416989712383138, 484.144629882298, 0.02444800500165507
32.559999999999995, 0.08414217481707842, 484.191965758901, 0.02438990959074798
32.599999999999994, 0.08411451961599747, 484.2391868894001, 0.0243320207508193
32.64, 0.08408693127724087, 484.28629369049986, 0.024274337504995684
32.68, 0.08405940955863567, 484.33328657689026, 0.02421685888216332
32.72, 0.0840319542191772, 484.3801659612582, 0.02415958391692714
32.76, 0.08400456501902165, 484.4269322542991, 0.024102511649570616
32.8, 0.08397724171947929, 484.47358586473047, 0.024045641126015732
32.839999999999996, 0.08394998408300747, 484.5201271993019, 0.023988971397783384
32.879999999999995, 0.08392279187320384, 484.5665566628081, 0.023932501521953996
32.919999999999995, 0.08389566485479927, 484.61287465810074, 0.023876230561128604
32.959999999999994, 0.08386860279365127, 484.6590815860991, 0.02382015758339011
33.0, 0.08384160545673736, 484.70517784580215, 0.023764281662264884
33.04, 0.08381467261214781, 484.7511638343003, 0.023708601876684825
33.08, 0.08378780402907993, 484.79703994678675, 0.023653117310949524
33.12, 0.08376099947783067, 484.84280657656836, 0.02359782705468884
33.16, 0.08373425872979046, 484.88846411507757, 0.02354273020282579
33.199999999999996, 0.08370758155743663, 484.9340129518823, 0.023487825855539688
33.24, 0.08368096773432687, 484.97945347469886, 0.023433113118229636
33.279999999999994, 0.08365441703509302, 485.02478606940167, 0.02337859110147829
33.32, 0.0836279292354346, 485.070011120034, 0.023324258921015837
33.36, 0.08360150411211242, 485.1151290088201, 0.02327011569768448
33.4, 0.08357514144294231, 485.16014011617426, 0.023216160557402908
33.44, 0.08354884100678928, 485.2050448207128, 0.02316239263113132
33.48, 0.0835226025835607, 485.24984349926535, 0.02310881105483663
33.519999999999996, 0.0834964259542007, 485.294536526882, 0.023055414969457812
33.559999999999995, 0.08347031090068369, 485.33912427684845, 0.023002203520871838
33.6, 0.08344425720600868, 485.38360712069243, 0.02294917585985955
33.63999999999999, 0.08341826465419278, 485.42798542819673, 0.022896331142072086
33.68, 0.08339233303026594, 485.47225956740704, 0.022843668527997303
33.72, 0.08336646212026433, 485.51642990464507, 0.0227911871829268
33.76, 0.08334065171122473, 485.5604968045159, 0.022738886276922873
33.8, 0.08331490159117871, 485.6044606299188, 0.022686764984785866
33.839999999999996, 0.08328921154914715, 485.64832174205867, 0.022634822486021947
33.879999999999995, 0.08326358137513368, 485.69208050045427, 0.022583057964810874
33.92, 0.08323801086011962, 485.7357372629481, 0.02253147060997408
33.959999999999994, 0.08321249979605816, 485.7792923857164, 0.022480059614943187
34.0, 0.08318704797586862, 485.8227462232808, 0.022428824177728627
34.04, 0.08316165519343066, 485.8660991285142, 0.022377763500888423
34.08, 0.0831363212435795, 485.9093514526526, 0.02232687679149741
34.12, 0.08311104592209939, 485.95250354530526, 0.022276163261116623
34.16, 0.08308582902571848, 485.99555575446266, 0.022225622125762866
34.199999999999996, 0.08306067035210396, 486.03850842650536, 0.022175252605878562
34.239999999999995, 0.0830355696998557, 486.081361906216, 0.022125053926301944
34.28, 0.08301052686850163, 486.1241165367851, 0.022075025316237225
34.31999999999999, 0.08298554165849203, 486.166772659823, 0.02202516600922537
34.36, 0.08296061387119424, 486.209330615367, 0.021975475243114644
34.4, 0.08293574330888753, 486.25179074189236, 0.021925952260031915
34.44, 0.08291092977475789, 486.2941533763192, 0.021876596306353625
34.48, 0.08288617307289248, 486.33641885402267, 0.021827406632677456
34.519999999999996, 0.08286147300827507, 486.37858750884106, 0.021778382493793953
34.559999999999995, 0.08283682938678039, 486.42065967308554, 0.021729523148658437
34.6, 0.08281224201516957, 486.46263567754886, 0.021680827860363232
34.64, 0.08278771070108437, 486.5045158515127, 0.021632295896109894
34.68, 0.08276323525304285, 486.5463005227566, 0.021583926527181798
34.72, 0.08273881548043427, 486.58799001756825, 0.02153571902891704
34.76, 0.0827144511935134, 486.62958466074997, 0.021487672680681306
34.8, 0.08269014220339677, 486.6710847756285, 0.021439786765841125
34.839999999999996, 0.08266588832205712, 486.71249068406223, 0.02139206057173727
34.879999999999995, 0.0826416893623183, 486.75380270645064, 0.021344493389658395
34.919999999999995, 0.08261754513785124, 486.7950211617408, 0.021297084514814765
34.96, 0.08259345546316854, 486.83614636743823, 0.021249833246312425
34.99999999999999, 0.0825694201536199, 486.8771786396128, 0.021202738887127325
35.04, 0.08254543902538747, 486.9181182929083, 0.02115580074407977
35.08, 0.08252151189548096, 486.95896564054874, 0.021109018127809003
35.12, 0.08249763858173342, 486.9997209943481, 0.02106239035274806
35.16, 0.08247381890279615, 487.04038466471775, 0.02101591673709875
35.199999999999996, 0.08245005267813443, 487.0809569606736, 0.02096959660280688
35.239999999999995, 0.0824263397280226, 487.12143818984487, 0.020923429275537603
35.279999999999994, 0.08240267987354, 487.1618286584812, 0.020877414084651023
35.32000000000001, 0.08237907293656599, 487.20212867146074, 0.02083155036317793
35.36, 0.08235551873977609, 487.24233853229816, 0.02078583744779584
35.4, 0.08233201710663673, 487.2824585431508, 0.020740274678804953
35.44, 0.0823085678614015, 487.32248900482864, 0.020694861400104653
35.48, 0.08228517082910669, 487.3624302167991, 0.020649596959169837
35.519999999999996, 0.08226182583556652, 487.4022824771964, 0.0206044807070277
35.559999999999995, 0.08223853270736936, 487.44204608282917, 0.020559511998234577
35.599999999999994, 0.08221529127187299, 487.48172132918535, 0.02051469019085286
35.63999999999999, 0.08219210135720056, 487.52130851044285, 0.020470014646428347
35.68000000000001, 0.08216896279223629, 487.5608079194744, 0.020425484729967466
35.72, 0.08214587540662144, 487.6002198478559, 0.020381099809914996
35.76, 0.0821228390307499, 487.6395445858725, 0.020336859258131557
35.8, 0.08209985349576399, 487.678782422528, 0.020292762449871694
35.839999999999996, 0.08207691863355071, 487.71793364554924, 0.020248808763761793
35.879999999999995, 0.08205403427673719, 487.7569985413943, 0.020204997581778336
35.919999999999995, 0.08203120025868682, 487.7959773952598, 0.02016132828922627
35.959999999999994, 0.08200841641349543, 487.83487049108817, 0.0201178002747176
36.00000000000001, 0.0819856825759866, 487.87367811157264, 0.020074412930149964
36.04, 0.08196299858170875, 487.91240053816546, 0.02003116565068561
36.08, 0.08194036426693008, 487.95103805108647, 0.019988057834730427
36.12, 0.0819177794686351, 487.98959092932546, 0.01994508888391293
36.16, 0.0818952440245212, 488.028059450653, 0.019902258203063825
36.199999999999996, 0.08187275777299352, 488.0664438916251, 0.019859565200195366
36.239999999999995, 0.08185032055316255, 488.10474452759036, 0.019817009286481016
36.279999999999994, 0.0818279322048392, 488.14296163269637, 0.019774589876235236
36.31999999999999, 0.08180559256853137, 488.18109547989616, 0.019732306386893418
36.36000000000001, 0.08178330148544044, 488.21914634095447, 0.01969015823899195
36.4, 0.08176105879745699, 488.257114486456, 0.019648144856148585
36.44, 0.08173886434715749, 488.2950001858094, 0.01960626566504263
36.48, 0.08171671797780022, 488.33280370725424, 0.019564520095395575
36.519999999999996, 0.08169461953332191, 488.3705253178691, 0.019522907579951794
36.559999999999995, 0.08167256885833385, 488.4081652835757, 0.01948142755445931
36.599999999999994, 0.08165056579811836, 488.44572386914524, 0.019440079457650722
36.63999999999999, 0.08162861019862533, 488.483201338207, 0.01939886273122441
36.67999999999999, 0.08160670190646824, 488.5205979532516, 0.019357776819825662
36.720000000000006, 0.0815848407689207, 488.55791397563917, 0.019316821171028113
36.76, 0.08156302663391313, 488.59514966560346, 0.019275995235315237
36.8, 0.0815412593500291, 488.63230528226086, 0.019235298466062
36.839999999999996, 0.08151953876650198, 488.66938108361273, 0.019194730319516625
36.879999999999995, 0.08149786473321108, 488.7063773265545, 0.019154290254782526
